62:45:b1:04:c2:f4	40	-77	5200	
40:16:7e:5c:19:28	1	-54	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
10:0d:7f:73:47:5c	5	-77	2432	nil
c8:d3:a3:5f:31:12	6	-76	2437	patnetwork1
40:16:7e:5c:19:28	2	-59	2417	kotuby
c8:d3:a3:5f:31:12	3	-69	2422	patnetwork1
10:0d:7f:73:47:5c	4	-80	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-80	2427	Donna
10:0d:7f:73:47:5c	5	-80	2432	nil
10:0d:7f:73:47:5c	5	-78	2432	nil
c8:d3:a3:5f:31:12	5	-67	2432	patnetwork1
10:0d:7f:73:47:5c	5	-80	2432	nil
10:0d:7f:73:47:5c	5	-71	2432	nil
10:0d:7f:73:47:5c	5	-70	2432	nil
10:0d:7f:73:47:5c	5	-70	2432	nil
10:0d:7f:73:47:5c	6	-79	2437	nil
c8:d3:a3:5f:31:12	7	-71	2442	patnetwork1
10:0d:7f:73:47:5c	7	-77	2442	nil
62:45:b1:04:c2:f4	40	-76	5200	
40:16:7e:5c:19:28	1	-59	2412	kotuby
40:16:7e:5c:19:28	3	-66	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c0:c1:c0:64:e5:72	6	-81	2437	Donna
c8:d3:a3:5f:31:12	6	-67	2437	patnetwork1
62:45:b1:04:c2:f4	40	-66	5200	
40:16:7e:5c:19:28	1	-54	2412	kotuby
40:16:7e:5c:19:28	2	-59	2417	kotuby
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-71	2432	patnetwork1
7c:d1:c3:d1:72:44	11	-84	2462	pacheco
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	5	-72	2432	patnetwork1
10:0d:7f:73:47:5c	6	-78	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-74	2437	patnetwork1
62:45:b1:04:c2:f4	40	-75	5200	
40:16:7e:5c:19:28	1	-62	2412	kotuby
40:16:7e:5c:19:28	3	-67	2422	kotuby
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	4	-73	2427	patnetwork1
10:0d:7f:73:47:5c	5	-78	2432	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-72	5200	
40:16:7e:5c:19:28	1	-41	2412	nil
40:16:7e:5c:19:28	1	-62	2412	nil
40:16:7e:5c:19:28	2	-63	2417	kotuby
c8:d3:a3:5f:31:12	3	-74	2422	patnetwork1
10:0d:7f:73:47:5c	5	-77	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-70	2432	patnetwork1
40:16:7e:5c:19:28	2	-56	2417	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	4	-70	2427	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
c8:d3:a3:5f:31:12	4	-74	2427	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
40:16:7e:5c:19:28	2	-63	2417	kotuby
c0:c1:c0:64:e5:72	3	-81	2422	Donna
c8:d3:a3:5f:31:12	3	-78	2422	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-79	2432	Donna
c8:d3:a3:5f:31:12	5	-69	2432	patnetwork1
84:1b:5e:d0:c7:f2	6	-81	2437	NETGEAR07
10:0d:7f:73:47:5c	6	-74	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	7	-78	2442	patnetwork1
40:16:7e:5c:19:28	2	-61	2417	kotuby
40:16:7e:5c:19:28	3	-65	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-59	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
10:0d:7f:73:47:5c	3	-78	2422	patnetwork1_EXT
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
10:0d:7f:73:47:5c	5	-78	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-71	2437	patnetwork1
84:1b:5e:d0:c7:f2	6	-81	2437	NETGEAR07
10:0d:7f:73:47:5c	7	-78	2442	patnetwork1_EXT
c8:d3:a3:5f:31:12	7	-78	2442	patnetwork1
40:16:7e:5c:19:28	2	-60	2417	kotuby
c8:d3:a3:5f:31:12	3	-77	2422	patnetwork1
10:0d:7f:73:47:5c	4	-79	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c8:d3:a3:5f:31:12	5	-73	2432	patnetwork1
c8:d3:a3:5f:31:12	7	-76	2442	patnetwork1
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c8:d3:a3:5f:31:12	4	-70	2427	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-57	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
10:0d:7f:73:47:5c	3	-79	2422	patnetwork1_EXT
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-80	2432	Donna
c8:d3:a3:5f:31:12	5	-69	2432	patnetwork1
84:1b:5e:d0:c7:f2	6	-82	2437	NETGEAR07
10:0d:7f:73:47:5c	7	-78	2442	patnetwork1_EXT
7c:d1:c3:d1:72:44	11	-86	2462	pacheco
40:16:7e:5c:19:28	2	-58	2417	kotuby
c8:d3:a3:5f:31:12	3	-74	2422	patnetwork1
10:0d:7f:73:47:5c	4	-74	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	5	-73	2432	patnetwork1
10:0d:7f:73:47:5c	6	-78	2437	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-61	2422	kotuby
10:0d:7f:73:47:5c	4	-74	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-79	2427	Donna
10:0d:7f:73:47:5c	5	-73	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-72	2437	patnetwork1
10:0d:7f:73:47:5c	7	-77	2442	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	2	-57	2417	kotuby
c0:c1:c0:64:e5:72	3	-80	2422	Donna
10:0d:7f:73:47:5c	5	-74	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-80	2432	Donna
c8:d3:a3:5f:31:12	5	-70	2432	patnetwork1
c8:d3:a3:5f:31:12	7	-76	2442	patnetwork1
40:16:7e:5c:19:28	2	-56	2417	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c8:d3:a3:5f:31:12	5	-73	2432	patnetwork1
10:0d:7f:73:47:5c	6	-74	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-71	2437	patnetwork1
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
10:0d:7f:73:47:5c	3	-79	2422	patnetwork1_EXT
c8:d3:a3:5f:31:12	4	-74	2427	patnetwork1
10:0d:7f:73:47:5c	5	-72	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-81	2432	Donna
10:0d:7f:73:47:5c	7	-78	2442	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	2	-60	2417	kotuby
c8:d3:a3:5f:31:12	5	-71	2432	patnetwork1
10:0d:7f:73:47:5c	6	-74	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	7	-76	2442	patnetwork1
40:16:7e:5c:19:28	1	-60	2412	kotuby
40:16:7e:5c:19:28	3	-66	2422	kotuby
c0:c1:c0:64:e5:72	4	-80	2427	Donna
c8:d3:a3:5f:31:12	4	-70	2427	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-74	2437	patnetwork1
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-62	2422	kotuby
10:0d:7f:73:47:5c	3	-78	2422	patnetwork1_EXT
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-74	2432	patnetwork1
40:16:7e:5c:19:28	2	-59	2417	kotuby
c8:d3:a3:5f:31:12	3	-73	2422	patnetwork1
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	5	-68	2432	patnetwork1
10:0d:7f:73:47:5c	6	-74	2437	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
10:0d:7f:73:47:5c	7	-78	2442	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-61	2422	kotuby
10:0d:7f:73:47:5c	5	-76	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-80	2432	Donna
c8:d3:a3:5f:31:12	5	-69	2432	patnetwork1
c8:d3:a3:5f:31:12	7	-75	2442	patnetwork1
40:16:7e:5c:19:28	2	-56	2417	kotuby
c0:c1:c0:64:e5:72	4	-76	2427	Donna
c8:d3:a3:5f:31:12	5	-71	2432	patnetwork1
10:0d:7f:73:47:5c	6	-78	2437	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
c8:d3:a3:5f:31:12	4	-73	2427	patnetwork1
10:0d:7f:73:47:5c	5	-73	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-79	2432	Donna
40:16:7e:5c:19:28	2	-57	2417	kotuby
c8:d3:a3:5f:31:12	3	-73	2422	patnetwork1
c8:d3:a3:5f:31:12	5	-67	2432	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-61	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
10:0d:7f:73:47:5c	5	-70	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-79	2432	Donna
c8:d3:a3:5f:31:12	6	-74	2437	patnetwork1
10:0d:7f:73:47:5c	7	-78	2442	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	1	-54	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
10:0d:7f:73:47:5c	3	-76	2422	patnetwork1_EXT
c0:c1:c0:64:e5:72	3	-80	2422	Donna
c8:d3:a3:5f:31:12	4	-75	2427	patnetwork1
10:0d:7f:73:47:5c	5	-70	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-75	2432	patnetwork1
c8:d3:a3:5f:31:12	7	-78	2442	patnetwork1
c0:c1:c0:64:e5:72	3	-79	2422	Donna
10:0d:7f:73:47:5c	4	-78	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	5	-75	2432	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-54	2412	kotuby
40:16:7e:5c:19:28	3	-60	2422	kotuby
10:0d:7f:73:47:5c	4	-74	2427	patnetwork1_EXT
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	4	-71	2427	patnetwork1
10:0d:7f:73:47:5c	6	-78	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-74	2437	patnetwork1
62:45:b1:04:c2:f4	40	-70	5200	
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	3	-61	2422	kotuby
c0:c1:c0:64:e5:72	3	-81	2422	Donna
c8:d3:a3:5f:31:12	4	-70	2427	patnetwork1
10:0d:7f:73:47:5c	5	-72	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-70	2432	patnetwork1
c8:d3:a3:5f:31:12	3	-73	2422	patnetwork1
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	5	-73	2432	patnetwork1
10:0d:7f:73:47:5c	6	-73	2437	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-68	5200	
40:16:7e:5c:19:28	1	-57	2412	kotuby
40:16:7e:5c:19:28	3	-63	2422	kotuby
c0:c1:c0:64:e5:72	4	-78	2427	Donna
10:0d:7f:73:47:5c	5	-75	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-73	2437	patnetwork1
10:0d:7f:73:47:5c	7	-81	2442	patnetwork1_EXT
62:45:b1:04:c2:f4	40	-69	5200	
10:0d:7f:73:47:5c	5	-74	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	5	-70	2432	patnetwork1
84:1b:5e:d0:c7:f2	6	-82	2437	NETGEAR07
10:0d:7f:73:47:5c	6	-79	2437	patnetwork1_EXT
c8:d3:a3:5f:31:12	7	-77	2442	patnetwork1
40:16:7e:5c:19:28	2	-61	2417	kotuby
c8:d3:a3:5f:31:12	3	-72	2422	patnetwork1
40:16:7e:5c:19:28	3	-63	2422	kotuby
c0:c1:c0:64:e5:72	4	-79	2427	Donna
c8:d3:a3:5f:31:12	4	-74	2427	patnetwork1
c8:d3:a3:5f:31:12	6	-71	2437	patnetwork1
62:45:b1:04:c2:f4	40	-69	5200	
40:16:7e:5c:19:28	1	-62	2412	kotuby
40:16:7e:5c:19:28	3	-69	2422	kotuby
c0:c1:c0:64:e5:72	4	-78	2427	Donna
c8:d3:a3:5f:31:12	4	-68	2427	patnetwork1
10:0d:7f:73:47:5c	5	-72	2432	patnetwork1_EXT
c8:d3:a3:5f:31:12	6	-74	2437	patnetwork1
62:45:b1:04:c2:f4	40	-72	5200	
40:16:7e:5c:19:28	1	-55	2412	kotuby
40:16:7e:5c:19:28	3	-61	2422	kotuby
10:0d:7f:73:47:5c	3	-78	2422	patnetwork1_EXT
10:0d:7f:73:47:5c	5	-77	2432	patnetwork1_EXT
40:16:7e:5c:19:28	1	-56	2412	kotuby
40:16:7e:5c:19:28	2	-58	2417	kotuby
c8:d3:a3:5f:31:12	3	-73	2422	patnetwork1
10:0d:7f:73:47:5c	5	-77	2432	patnetwork1_EXT
c0:c1:c0:64:e5:72	5	-81	2432	Donna
c8:d3:a3:5f:31:12	5	-71	2432	patnetwork1
84:1b:5e:d0:c7:f2	6	-80	2437	NETGEAR07
c8:d3:a3:5f:31:12	7	-75	2442	patnetwork1
